[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['Seattle', 5.012866652214894], ['New York City', 1.002208084017791], ['Seattle', 5.323364273631297], ['Boston', 1.8518959051236312], ['Boston', 2.1422903493331913], ['Seattle', 4.6329511754157675], ['Boston', 2.246851738009725], ['Boston', 1.7024177989642142], ['Boston', 2.456677094670649], ['Boston', 2.030631303554645]]
[['Washington D.C.', 3.1204243247924346], ['Boston', 2.273774458104057], ['Philapedia', 3.8201400408568826], ['Philapedia', 3.9343998193664165], ['Boston', 2.0116135793773267], ['Washington D.C.', 3.52253020010755], ['Seattle', 5.278049216920839], ['Philapedia', 3.9956203575362], ['Boston', 2.318465609750135], ['Boston', 1.9755887659446505]]
[['Philapedia', 3.616784699898501], ['Seattle', 4.643979373055659], ['Boston', 2.3139144303979666], ['Boston', 2.401750762907721], ['Philapedia', 3.9296382813519077], ['Boston', 1.7491379228374908], ['Boston', 1.575992006714095], ['Washington D.C.', 2.8896107285606276], ['Boston', 1.8890037760795941], ['Philapedia', 4.397798892559901]]
[['Washington D.C.', 3.0285431925649853], ['Washington D.C.', 2.4765554752293473], ['New York City', 0.7135813850555458], ['Philapedia', 3.904908590983871], ['Washington D.C.', 2.772334879859111], ['Washington D.C.', 2.473816179400499], ['Washington D.C.', 2.886018585980245], ['Washington D.C.', 2.9415215432743564], ['New York City', 0.8558074992235807], ['Seattle', 5.367359909419197]]
[['Boston', 1.761991752226859], ['Seattle', 4.970055284829172], ['Seattle', 5.0463577286430175], ['Boston', 2.3082344620111774], ['Boston', 1.7242463985095693], ['Seattle', 4.805318704618729], ['New York City', 0.9163789995374377], ['Boston', 2.0152289438686144], ['Seattle', 4.99009595657589], ['Washington D.C.', 2.8537810700458093]]
[['Philapedia', 3.8830276931719596], ['Washington D.C.', 2.9417729106443775], ['Boston', 1.6577917968628788], ['Boston', 2.0484677142700085], ['Seattle', 5.275337837349904], ['Seattle', 5.494914014938288], ['Boston', 1.4304187676644633], ['Philapedia', 3.767334763666209], ['Boston', 1.8203443182990235], ['Boston', 2.0604617776548833]]
[['Philapedia', 3.9419071003410044], ['Boston', 2.2411537039066753], ['Washington D.C.', 2.967080379606399], ['Boston', 1.9031079112701972], ['Boston', 2.1516599775185963], ['Philapedia', 3.500379145383182], ['Boston', 1.9001332641328097], ['Boston', 2.1222056791674357], ['Boston', 2.082322046072347], ['Philapedia', 4.08136040240195]]
[['New York City', 1.0298054091557243], ['New York City', 0.990984698488114], ['Boston', 1.9011085683410338], ['Seattle', 4.752218130319717], ['Seattle', 4.520763099122967], ['Washington D.C.', 3.190459219478181], ['Boston', 1.9927696546038989], ['Seattle', 5.184263947662476], ['Seattle', 5.344074731105827], ['Seattle', 4.859279524902858]]
[['Boston', 2.3611273981884597], ['Seattle', 5.269414683620202], ['Seattle', 5.115374417193891], ['Seattle', 5.379994918230844], ['Boston', 2.2128134548970997], ['Washington D.C.', 3.357795425534554], ['Seattle', 5.0629417946691575], ['Boston', 2.0395749461011143], ['Boston', 2.113072896179516], ['Washington D.C.', 2.6630154433067363]]
[['Seattle', 5.076053257060293], ['Philapedia', 4.23292701146416], ['Boston', 1.8072626662369968], ['Seattle', 4.862508129999297], ['Philapedia', 3.87435443135269], ['Seattle', 5.063399579386507], ['Philapedia', 4.0119405261401875], ['Boston', 1.8263762403670714], ['Boston', 2.342105513188387], ['Boston', 1.7264706007996422]]
[['Boston', 2.0664032120205365], ['Philapedia', 4.501796809574215], ['Boston', 1.9004418858834555], ['Seattle', 5.221332933611034], ['Boston', 1.4662477039878916], ['Seattle', 4.801976713078774], ['Washington D.C.', 2.9488373962754126], ['Boston', 2.1136968073651192], ['Boston', 1.9389162355143128], ['Boston', 1.8939667790849462]]
[['Boston', 1.8470014940749209], ['Boston', 2.5753907005209866], ['Boston', 1.5769667018648816], ['Boston', 2.0730545128532007], ['Boston', 1.6021519064896608], ['Philapedia', 3.2937605125553513], ['Philapedia', 3.915964447071733], ['Seattle', 5.095812046180867], ['Boston', 2.396818676661573], ['Philapedia', 3.658283097145429]]
[['Seattle', 4.415238246603624], ['Boston', 2.1656234385760977], ['Boston', 2.0594551416420246], ['Boston', 1.7430586640411088], ['Philapedia', 3.9039713848201583], ['Philapedia', 4.343044267765652], ['Seattle', 4.5745291196819355], ['Boston', 2.014004772369372], ['Boston', 1.7672640293481907], ['Boston', 2.0698080086071102]]
[['Washington D.C.', 2.616510225592954], ['Seattle', 4.807935704796453], ['Seattle', 4.718563456634084], ['Seattle', 4.8580461883399195], ['Seattle', 5.325450123863424], ['Washington D.C.', 3.186158967393594], ['Boston', 2.2783375555666314], ['New York City', 1.1500445316344756], ['Boston', 1.8569394438193298], ['Seattle', 4.854426070956201]]
[['Washington D.C.', 3.4807506619722988], ['Boston', 1.9031613090253015], ['Seattle', 5.555875409717086], ['Boston', 1.7708531195445298], ['Seattle', 4.61672428585593], ['Boston', 1.7601812581793148], ['Seattle', 4.385087158341974], ['Seattle', 5.01954523974], ['Seattle', 4.868113913806565], ['Seattle', 5.565501997862558]]
[['New York City', 0.7916443907062016], ['Washington D.C.', 3.5295674406221043], ['New York City', 0.5928806172449659], ['New York City', 1.1606456494496795], ['Washington D.C.', 3.1672220764003938], ['Boston', 1.5353151938689498], ['Philapedia', 4.339916241934733], ['New York City', 1.3594039231542867], ['Washington D.C.', 2.4972852929406413], ['New York City', 1.2259144001027302]]
[['New York City', 0.8473697181692609], ['New York City', 0.9605552200617103], ['New York City', 1.3959900211750693], ['New York City', 0.9089775231269291], ['Washington D.C.', 3.1563093226041956], ['Philapedia', 3.9535553504299394], ['New York City', 1.1850830818510183], ['New York City', 1.0462900359920742], ['New York City', 1.1417223438938877], ['New York City', 0.7939645412951084]]
[['Boston', 1.6047859156525421], ['Seattle', 5.058824519367605], ['Seattle', 4.495628036288686], ['Seattle', 5.41997102032435], ['Seattle', 5.00758593530531], ['Seattle', 5.114064242554528], ['Washington D.C.', 3.1405935195233328], ['Boston', 2.3779955768032033], ['Seattle', 5.219608200402447], ['Seattle', 4.8861887947583345]]
[['Washington D.C.', 3.0473317816323844], ['Seattle', 4.986090468450658], ['New York City', 0.969029177156538], ['Washington D.C.', 3.345491875468906], ['Washington D.C.', 2.9852409989997555], ['Seattle', 4.835836002747196], ['Seattle', 4.70222320474032], ['Washington D.C.', 3.4607926792280486], ['Seattle', 5.100598630197613], ['New York City', 0.9908113759567352]]
[['Washington D.C.', 2.5892571289843427], ['Boston', 2.0581229708564237], ['Seattle', 4.8723122525289115], ['Philapedia', 3.5923943517361105], ['Boston', 2.335598247717785], ['Seattle', 4.65098272846768], ['Boston', 1.6592122730488084], ['Philapedia', 3.9944523186651955], ['Washington D.C.', 3.1521358781212716], ['Boston', 1.8425103019312346]]
[['Boston', 1.6905019432817707], ['Boston', 1.7154408182943746], ['Seattle', 5.094339034848497], ['Philapedia', 3.756179186552001], ['Philapedia', 4.068466116496628], ['Philapedia', 4.142270945098959], ['Seattle', 5.137252181320598], ['Boston', 2.1024441021213827], ['Seattle', 4.73948793038021], ['Boston', 1.8679764252742619]]
[['Boston', 2.293114016241331], ['Seattle', 5.5380665312136435], ['Seattle', 4.954767685105704], ['New York City', 0.772367916379211], ['Seattle', 4.7012435070044365], ['Boston', 2.2417629411190823], ['Boston', 2.0244986684468547], ['Boston', 2.3427971878103575], ['Boston', 1.8146844550310441], ['Washington D.C.', 2.4845313076757387]]
[['Seattle', 4.66184289380276], ['Washington D.C.', 3.2747444826938508], ['Seattle', 4.571676565935873], ['Seattle', 5.139664306578623], ['Seattle', 5.2050994288789445], ['Boston', 2.181999123615751], ['Seattle', 5.097298501543421], ['Washington D.C.', 3.1696619393605534], ['Seattle', 4.837949808920191], ['Washington D.C.', 3.3784926031126186]]
[['Boston', 2.111423878968009], ['Boston', 2.102084536913708], ['Philapedia', 4.369984950838988], ['Washington D.C.', 3.1064996718557873], ['Philapedia', 3.8673166454489465], ['Washington D.C.', 2.847649773480409], ['Philapedia', 3.7768027485940814], ['Philapedia', 3.8694809136937467], ['Boston', 1.9732676480649647], ['Boston', 2.1835441592198777]]
[['Philapedia', 4.697457634592418], ['Philapedia', 3.985453768711464], ['Boston', 2.1440923832398986], ['Seattle', 5.384709445307791], ['Washington D.C.', 2.498022127451582], ['Seattle', 4.882789820231875], ['Philapedia', 4.475507921137277], ['Washington D.C.', 3.117236120695398], ['Boston', 2.0464345669646056], ['Boston', 2.0839519867135334]]
[['Seattle', 4.767212063014029], ['Boston', 1.8748001739291098], ['Boston', 2.558159861984639], ['New York City', 0.8913008287613213], ['Seattle', 5.3746022870262085], ['Seattle', 4.871505851104438], ['Washington D.C.', 3.1193480128551494], ['Washington D.C.', 3.2818318032401166], ['Seattle', 5.013400529478906], ['Boston', 1.9893195080790944]]
[['Philapedia', 4.284668656521835], ['Boston', 2.313424947238098], ['Philapedia', 4.173859618134607], ['Philapedia', 3.9751524019373354], ['Boston', 1.8898811954084307], ['Boston', 2.182998062424943], ['Boston', 2.5102324498864683], ['Boston', 2.2106755013803348], ['Boston', 2.2309670173033904], ['Philapedia', 4.1510234362830465]]
[['Philapedia', 3.9074378635597458], ['New York City', 0.8583669260176333], ['Washington D.C.', 3.192496871954989], ['New York City', 1.0301155525205967], ['New York City', 1.101538452708684], ['New York City', 1.1968807942720345], ['Boston', 1.7217863793069028], ['Washington D.C.', 3.5020274060786387], ['New York City', 0.7075127927380971], ['New York City', 0.8688641328100959]]
[['Boston', 1.946632533874988], ['Boston', 2.5605274270649785], ['Washington D.C.', 3.160683111507144], ['Boston', 1.383709519073041], ['Washington D.C.', 2.6116763432927783], ['Washington D.C.', 2.5894257101966263], ['Boston', 1.2958810801506866], ['Boston', 2.0213719593888952], ['Boston', 2.1520108080852767], ['Boston', 2.228642818981447]]
[['Philapedia', 4.404088783209417], ['Seattle', 5.034470957107714], ['Boston', 2.2700684815821344], ['Boston', 1.4836766040798468], ['Boston', 2.0133848829488477], ['Philapedia', 4.000892944187866], ['Seattle', 5.1483322592835234], ['Boston', 2.2374880183058465], ['Philapedia', 4.389129904596731], ['Boston', 1.913444358100875]]
[['Seattle', 5.057733578193895], ['Boston', 1.937582505962539], ['Seattle', 5.026471736807029], ['Seattle', 4.705963368640385], ['Boston', 1.627654871967533], ['Boston', 2.002610588638436], ['Seattle', 4.711040378500436], ['Seattle', 5.09681110090809], ['Seattle', 4.736095126630062], ['Boston', 1.9686998613116464]]
[['Philapedia', 3.972448785082442], ['New York City', 0.8476482556374736], ['Philapedia', 3.728389255557336], ['Seattle', 4.787982471321481], ['Philapedia', 3.513100823902562], ['Boston', 1.6544611334198307], ['New York City', 1.5295068554678037], ['Philapedia', 3.441132326408612], ['Philapedia', 3.930420157303191], ['Boston', 2.336564107792794]]
[['Boston', 2.425651434157616], ['Boston', 1.545953879360161], ['Seattle', 4.973980033567811], ['Boston', 1.8871871273613947], ['Philapedia', 3.8132351032321417], ['Boston', 1.8181667960983117], ['Boston', 2.061294203986362], ['Philapedia', 4.067375372616184], ['Boston', 1.7708816970590937], ['Washington D.C.', 3.0143838227273454]]
[['Boston', 2.065389637180482], ['Boston', 2.2354339037343514], ['Boston', 1.8422359078315576], ['Boston', 1.8832042078885487], ['Washington D.C.', 2.754594157818779], ['Philapedia', 4.357978091444427], ['Boston', 2.0063350047546966], ['Washington D.C.', 2.6831276988068464], ['Boston', 2.2989814783238542], ['Boston', 1.8262316450251226]]
[['New York City', 1.2711133049721615], ['New York City', 1.192710966288749], ['Boston', 2.2104598958572126], ['New York City', 1.1108250139605136], ['Washington D.C.', 3.2203196933652842], ['Philapedia', 3.7371956273633984], ['Washington D.C.', 3.244639862293074], ['Washington D.C.', 2.7041253476616873], ['New York City', 0.6128880851839611], ['New York City', 0.8156817690825173]]
[['Washington D.C.', 2.12610174110295], ['Philapedia', 4.130553333555924], ['Seattle', 4.520250553434051], ['New York City', 0.41628721336463714], ['Seattle', 4.863504063300246], ['Washington D.C.', 3.2531572923852408], ['Washington D.C.', 2.705788153618315], ['Washington D.C.', 2.8724660604779646], ['Seattle', 5.1036832077555445], ['Washington D.C.', 3.0530389385453844]]
[['Philapedia', 4.0636896562193225], ['Philapedia', 4.2940227616508], ['Washington D.C.', 2.8616905038140197], ['Boston', 1.689806908525024], ['Washington D.C.', 2.909523159588095], ['Boston', 1.8335761354250333], ['Boston', 1.4517758914615344], ['Boston', 1.8061836323436968], ['Boston', 2.2461962962857926], ['Washington D.C.', 2.839322550174986]]
[['Boston', 2.138160519706843], ['Boston', 2.2480048226276743], ['Boston', 1.442498570245966], ['Washington D.C.', 3.461720027838877], ['Boston', 1.8997286111000045], ['Philapedia', 3.856377260862237], ['Boston', 2.013315325321526], ['Seattle', 5.346275122259547], ['Boston', 2.2306164295772515], ['Seattle', 5.575758182930606]]
[['Seattle', 4.80281912728628], ['Boston', 1.7563635422272261], ['Seattle', 4.7527732369126925], ['Seattle', 5.841428574674056], ['Boston', 1.928428658284848], ['Washington D.C.', 2.6448714864361107], ['Boston', 1.6994254134122013], ['Washington D.C.', 2.7344877438018242], ['Boston', 1.7465474958098468], ['Washington D.C.', 3.082389231951743]]
[['Seattle', 5.023848849221218], ['Washington D.C.', 3.0733917927224392], ['Seattle', 5.157402962442002], ['Boston', 1.9729319568216734], ['Boston', 2.4925666780399998], ['Seattle', 5.09703444387718], ['Boston', 1.908199997375468], ['Boston', 2.080307629798763], ['Boston', 1.7526370976360377], ['Boston', 1.8097132886427791]]
[['Boston', 1.7508312540683009], ['Washington D.C.', 2.8219226765398666], ['Washington D.C.', 3.0441179193027397], ['Boston', 1.316879266414388], ['Boston', 2.138405484593186], ['Boston', 2.445519648292289], ['Washington D.C.', 3.288458244552818], ['Boston', 2.2055826401082648], ['Boston', 2.1019969727929864], ['Washington D.C.', 2.909458180492175]]
[['Boston', 1.5619445585018261], ['Boston', 1.5417064145175492], ['Boston', 2.174859075026996], ['Boston', 1.826916555435983], ['Boston', 2.1824590775464006], ['Philapedia', 4.043266484625856], ['Washington D.C.', 3.142745854273394], ['Philapedia', 4.307940972869539], ['Boston', 1.6388828353109108], ['Washington D.C.', 3.241569097410805]]
[['Boston', 2.209519725648367], ['Philapedia', 3.4986519529629807], ['Boston', 1.5617107373686172], ['Philapedia', 4.326936240384036], ['Philapedia', 4.251696361896251], ['Philapedia', 3.9438663055311123], ['Philapedia', 3.8674896491561115], ['Philapedia', 3.744329758285016], ['Philapedia', 3.905814866739523], ['New York City', 0.8401439490470034]]
[['Philapedia', 4.246719100864183], ['Boston', 1.7272838263589336], ['Boston', 2.1318674328858855], ['Boston', 2.269204896235243], ['Washington D.C.', 3.0761625046110312], ['Boston', 1.563544632594143], ['Philapedia', 4.615752299873366], ['Boston', 2.0639895583744514], ['Boston', 2.478124178179746], ['Philapedia', 4.283028490729555]]
[['Seattle', 4.481543419668766], ['Washington D.C.', 2.4082782492225276], ['Washington D.C.', 2.7657188187977035], ['Seattle', 4.974336766945958], ['Philapedia', 3.7503173987629133], ['Washington D.C.', 3.065109990509502], ['Washington D.C.', 2.67092284744979], ['Washington D.C.', 2.71112271539546], ['Seattle', 4.7526616493324445], ['Washington D.C.', 3.0971848026664732]]
[['New York City', 0.9420420893724482], ['New York City', 1.4341100883883635], ['Philapedia', 3.682222207675535], ['Philapedia', 4.494524683782575], ['Philapedia', 3.883404453553391], ['New York City', 1.2012030067043349], ['Philapedia', 3.656031435643999], ['Philapedia', 4.041602014871896], ['Philapedia', 4.15520561292515], ['Philapedia', 4.280625378687993]]
[['Seattle', 4.838718059226797], ['Seattle', 5.02684073134315], ['New York City', 0.997471854395183], ['Boston', 1.7565808973518182], ['Seattle', 5.433917079565141], ['New York City', 0.8915464653050129], ['Seattle', 4.779458156480715], ['Seattle', 4.6924109818547], ['New York City', 0.5894318005899711], ['Boston', 1.9403622776214733]]
[['Seattle', 4.92617151871767], ['New York City', 0.45629464071350934], ['Seattle', 5.087314875477216], ['Washington D.C.', 3.2870285355395388], ['Seattle', 5.0655874272598576], ['Washington D.C.', 2.2268191656924414], ['Seattle', 4.679790377192986], ['Philapedia', 4.572320718496429], ['Washington D.C.', 2.9972525632120015], ['Seattle', 5.320207514313629]]
[['Boston', 1.9696832656754488], ['Philapedia', 3.8828845570080155], ['Boston', 2.1411474171875726], ['Boston', 2.4601431638953812], ['Washington D.C.', 2.1399327820201015], ['Philapedia', 3.7346211860150857], ['Boston', 2.24167872755245], ['Seattle', 4.608961581565534], ['Boston', 1.4340347831312164], ['Philapedia', 3.7241537265936904]]
[['New York City', 0.9138284238613968], ['Seattle', 5.120620488863244], ['Seattle', 4.9371136587928035], ['Seattle', 4.989651134380966], ['Boston', 2.0238410542859397], ['Seattle', 5.061345551516386], ['Washington D.C.', 3.084153460504804], ['Boston', 2.0547556452927522], ['Seattle', 4.69414680029226], ['Seattle', 4.680583123605022]]
[['Boston', 1.891061565126476], ['Philapedia', 3.5463875500156328], ['Seattle', 5.27611400909456], ['Seattle', 5.012160488017664], ['Boston', 2.197986019015914], ['Boston', 1.9731758374092372], ['Boston', 1.7396413842285103], ['Seattle', 5.1284024494926985], ['Boston', 2.2219934066955056], ['Boston', 2.070570602493315]]
[['Washington D.C.', 3.1044293342400455], ['Washington D.C.', 2.645290780500305], ['Washington D.C.', 2.8824225174959643], ['Seattle', 5.246279203567739], ['Seattle', 4.783921242509572], ['Seattle', 5.415297052296122], ['Washington D.C.', 2.736628645158827], ['Seattle', 5.12977722138593], ['New York City', 0.6657747251247521], ['Washington D.C.', 3.2268212189503793]]
[['New York City', 0.965684958488822], ['Boston', 2.329208352100675], ['New York City', 1.279154102974284], ['New York City', 1.0527727809057927], ['New York City', 0.565497059135895], ['New York City', 0.957954517190782], ['Washington D.C.', 2.9081866815317428], ['New York City', 0.6977745497888186], ['New York City', 0.7131762551405594], ['Boston', 2.0200887939064955]]
[['Seattle', 5.005767078265374], ['Boston', 2.680557892886588], ['Washington D.C.', 3.156851527262376], ['Boston', 2.1672449444446675], ['Philapedia', 4.375811694540003], ['Boston', 1.531760135934643], ['Seattle', 5.051543896689536], ['Philapedia', 4.087655688573477], ['Seattle', 5.1000308423930445], ['Boston', 2.0943763927595924]]
[['Philapedia', 3.914356823617357], ['Philapedia', 4.27428050305882], ['New York City', 1.3882331529169245], ['Philapedia', 3.9175288881718178], ['New York City', 1.1951703278388173], ['Philapedia', 4.354558933735593], ['Boston', 1.9287724243144888], ['Philapedia', 4.073911353684386], ['Philapedia', 3.9136036877859834], ['Seattle', 5.184528820114221]]
[['Philapedia', 4.631689640191612], ['New York City', 0.6929966072363178], ['Boston', 2.3101179740352884], ['Seattle', 4.776030404942898], ['Seattle', 5.1535815398165905], ['Philapedia', 3.4091016376893393], ['Philapedia', 3.935278472295918], ['New York City', 0.6268364829870614], ['Philapedia', 3.958858570926623], ['Seattle', 4.703948207887903]]
[['Philapedia', 4.433337963045189], ['Philapedia', 4.0045953620242605], ['Washington D.C.', 2.7744578941523668], ['Boston', 1.8255587312849366], ['Washington D.C.', 3.070479313949257], ['Philapedia', 3.702636227432069], ['Seattle', 4.998586444250344], ['Philapedia', 4.1119740291650375], ['Boston', 2.715779627551097], ['Boston', 2.134411658364205]]
[['Philapedia', 4.117661460999238], ['Boston', 1.7884715544948244], ['New York City', 1.0808129821998214], ['New York City', 1.093604964273704], ['Philapedia', 3.833742831934348], ['Philapedia', 4.277476670136046], ['Seattle', 5.047922981578861], ['New York City', 0.8167895332628319], ['Philapedia', 4.204803860164243], ['Philapedia', 3.5733260333977994]]
[['Seattle', 5.286925551873578], ['Philapedia', 4.210307464537505], ['Boston', 2.3584445634683813], ['New York City', 1.2596037381179777], ['Philapedia', 4.29479343799503], ['Philapedia', 4.078348279594886], ['Boston', 2.693509572417912], ['New York City', 1.386379771934127], ['New York City', 1.1369062425192697], ['New York City', 1.1073311302271462]]
[['Boston', 2.226314697649531], ['Philapedia', 3.91891514050307], ['Boston', 1.5806299101901442], ['Philapedia', 3.548763183837814], ['Boston', 1.8573796718740188], ['Boston', 1.3661531386895227], ['Philapedia', 3.764936047054561], ['Boston', 1.9620293523647816], ['Philapedia', 4.08290172284431], ['Boston', 2.0391187573545304]]
[['Philapedia', 4.47470152371039], ['Seattle', 5.478920808130373], ['Boston', 1.8478584222809353], ['Philapedia', 4.5201713068178755], ['Boston', 2.0355797020797524], ['Washington D.C.', 2.9642679118897033], ['Philapedia', 4.458522545589265], ['Boston', 1.8757794444311489], ['Philapedia', 4.319037810015086], ['Boston', 2.0336744929460235]]
[['Boston', 2.1911205085755876], ['Seattle', 5.15579366857293], ['Washington D.C.', 2.8732065688588384], ['Boston', 2.6242539745882882], ['Washington D.C.', 3.202480405360828], ['Seattle', 5.595955540320798], ['Seattle', 4.635139146442328], ['Seattle', 4.637806372434842], ['Seattle', 4.28797798227137], ['Washington D.C.', 2.617571636930981]]
[['Seattle', 5.190690527819256], ['Boston', 1.4219915180632787], ['Seattle', 5.279599535543652], ['New York City', 1.0574355959964996], ['Seattle', 4.97300165867843], ['Seattle', 5.1495118274743685], ['Boston', 1.9491520061780674], ['Seattle', 4.719878036526238], ['New York City', 0.788485689207752], ['Boston', 2.1553053075347415]]
[['Boston', 2.157454286730795], ['New York City', 1.6060358372271704], ['Philapedia', 3.652799304836662], ['Boston', 2.0640512831819455], ['Washington D.C.', 3.0135476421272718], ['Philapedia', 4.020700174361014], ['Washington D.C.', 2.8064344906764935], ['Washington D.C.', 3.002125327033684], ['Boston', 1.877036637230477], ['Boston', 2.6619568870905344]]
[['Seattle', 4.791135814342048], ['Boston', 1.9528790909522038], ['Washington D.C.', 2.6272908921019855], ['Seattle', 4.7286517164861435], ['Seattle', 4.808330598625274], ['New York City', 0.9495325007370592], ['Seattle', 5.084766652480145], ['Boston', 1.7982741945015563], ['Seattle', 5.169773680593331], ['Seattle', 4.80691843067531]]
[['Boston', 1.8443634222811418], ['Boston', 1.8914280823649399], ['Boston', 2.0178113137880263], ['Boston', 2.235340348992054], ['Philapedia', 3.8475476758201284], ['Boston', 2.547009744827412], ['Boston', 1.7904114050855053], ['Philapedia', 3.9184078183514504], ['Washington D.C.', 3.0532904253194304], ['Philapedia', 4.239642902184581]]
[['Seattle', 4.795561740148924], ['Seattle', 4.981249483038671], ['Seattle', 5.434577902209451], ['Boston', 2.553403186349639], ['Seattle', 4.91277952895523], ['Boston', 2.02897596576338], ['New York City', 0.8247412212524811], ['Seattle', 4.699232145909846], ['Seattle', 5.338912114459955], ['New York City', 0.9038787390346412]]
[['Washington D.C.', 2.7218283218100985], ['Seattle', 5.41129418611741], ['Washington D.C.', 2.827581421764792], ['Philapedia', 4.03547467353496], ['New York City', 1.3022116585518844], ['Philapedia', 3.6947284713804387], ['Washington D.C.', 3.040050063958661], ['Washington D.C.', 2.804733449585362], ['Washington D.C.', 3.736918620135403], ['Seattle', 4.6324023745567375]]
[['Boston', 1.9188205814684904], ['Seattle', 5.417178390891879], ['Boston', 1.7685108787483197], ['Philapedia', 3.9565655354425004], ['Boston', 2.411126752292578], ['Washington D.C.', 2.760299132161075], ['Boston', 1.8374409360388904], ['Seattle', 4.601864736671155], ['Philapedia', 3.9575510699956835], ['Seattle', 5.744477037378504]]
[['Washington D.C.', 2.7585788031757783], ['Seattle', 4.422733950766671], ['Boston', 2.031866944913166], ['Boston', 1.6873461243878807], ['Washington D.C.', 3.238204448169603], ['Boston', 2.8828138293693293], ['Boston', 1.9104485094002912], ['Philapedia', 3.512492373761764], ['Seattle', 5.1566982112020705], ['Boston', 1.7320400647940055]]
[['Seattle', 4.950323756592912], ['Boston', 2.0784584839324145], ['New York City', 1.596797239478954], ['Washington D.C.', 2.559892346202882], ['Washington D.C.', 3.5539353388141315], ['Seattle', 5.053791065012155], ['Seattle', 5.187714327096491], ['Washington D.C.', 2.651790736710281], ['Boston', 1.4243919358653732], ['Boston', 2.318870008138191]]
[['Philapedia', 4.177565514054086], ['Philapedia', 4.2685717626056645], ['New York City', 1.4723287487925512], ['Philapedia', 3.923749529699031], ['Boston', 1.7408618959063937], ['Philapedia', 4.338428166922604], ['New York City', 0.5795873301834481], ['Boston', 2.1521446488052494], ['New York City', 0.9253242301987086], ['New York City', 1.0462273921403926]]
[['Philapedia', 4.476646923661093], ['Boston', 1.895506663030274], ['Philapedia', 3.8433345359829523], ['New York City', 1.430918167046501], ['New York City', 1.3977782347900585], ['Boston', 1.553862929201909], ['Philapedia', 4.651285453773445], ['Philapedia', 3.858214782202283], ['Philapedia', 3.5213679148511323], ['Seattle', 4.8202398457587785]]
[['New York City', 1.1252754433320433], ['Philapedia', 4.119141779194835], ['Philapedia', 4.334819323088704], ['Seattle', 5.063006027637952], ['Philapedia', 4.4493609279777155], ['Philapedia', 4.040272241080402], ['Philapedia', 4.3097063612360405], ['Philapedia', 3.576950679041867], ['Boston', 2.098909470738265], ['Boston', 1.9319347801486901]]
[['Washington D.C.', 2.475415450081446], ['Seattle', 5.1310215407133], ['Seattle', 4.316811730469271], ['New York City', 0.9457075235296771], ['Boston', 2.5148580548580877], ['Boston', 1.9802095599821166], ['Seattle', 4.717431406420434], ['Boston', 2.801396626739799], ['Boston', 1.5891338767372052], ['Boston', 1.9644245624767207]]
[['Boston', 1.7864621392812992], ['Philapedia', 4.16588010194171], ['New York City', 0.6511221294210697], ['New York City', 0.8398533241052306], ['New York City', 1.055001603240039], ['Washington D.C.', 3.663524133979265], ['Washington D.C.', 3.1464197094441104], ['Washington D.C.', 2.474110118013049], ['New York City', 0.9599972363258096], ['Washington D.C.', 2.919403139066585]]
[['Boston', 2.0280630422807264], ['Seattle', 4.548040464471026], ['New York City', 1.3313272354251708], ['Boston', 2.0325780782541143], ['New York City', 0.5196055457890101], ['Boston', 2.143879425425765], ['Seattle', 5.149626905987961], ['New York City', 0.9703408160154724], ['Boston', 1.2941414128649604], ['Seattle', 5.365815791092365]]
[['Washington D.C.', 2.916252765990615], ['Seattle', 4.873600393990254], ['Seattle', 5.333441258518514], ['Seattle', 5.1627643780913175], ['Seattle', 4.806470487915632], ['Seattle', 4.370142112890412], ['Seattle', 4.948178138725437], ['Seattle', 5.140423951223067], ['Boston', 1.5597954080546614], ['Boston', 2.5165769298418335]]
[['Boston', 2.4825821221850757], ['Boston', 1.5845119090926147], ['Philapedia', 4.680179224193876], ['Philapedia', 3.5860129282824835], ['Boston', 2.3198252805371036], ['Washington D.C.', 3.1965350274058357], ['Seattle', 4.818574843007205], ['Philapedia', 3.970759324713158], ['Seattle', 5.4658292787270035], ['Philapedia', 3.9513610233004304]]
[['Washington D.C.', 3.0087632823858828], ['Boston', 2.2544459404892705], ['Washington D.C.', 2.652582323608576], ['New York City', 1.3270871208892683], ['Washington D.C.', 2.8395462263204347], ['Washington D.C.', 3.426330587950198], ['New York City', 0.6983089516746737], ['Washington D.C.', 2.7051537333390767], ['New York City', 0.6066663415365843], ['Boston', 1.9823048428393084]]
[['New York City', 0.6357488810630234], ['Washington D.C.', 2.879385355516827], ['Seattle', 5.0567542405677015], ['New York City', 0.8795301040436334], ['New York City', 0.8208238164721781], ['Washington D.C.', 2.851262811748172], ['Seattle', 5.730180480852789], ['Seattle', 4.995906595218544], ['Washington D.C.', 3.282637141734555], ['Seattle', 4.7878541539564825]]
